<OUTPUT SRCFILE="5112.raw">
** ** Fz 1 -
SOARES soar VMN02S0 0.976071 02180898-v:0.00540683/02176268-v:0.00393089/02172888-v:0.00341106/02181538-v:0.00338598/02181402-v:0.0033543/02135048-v:0.00317052/02181174-v:0.00309749
, , Fc 1 -
Edmundo_de_Macedo edmundo_de_macedo NP00V00 1 -
** ** Fz 1 -
\ \ Fh 1 -
* * Fz 1 -
militar militar AQ0CS00 0.662338 -
; ; Fx 1 -
min. min. NCFS000 0.69743 -
Viação viação NCFS000 1 -
1946 1946 Z 1 -
; ; Fx 1 -
gov gov NCFS000 0.832672 -
. . Fp 1 -

RJ rj VMIP3S0 0.0623573 -
1947-1951 1947-1951 Z 1 -
; ; Fx 1 -
pres pres NCMP000 0.723825 -
. . Fp 1 -

CNI cni VMIS3S0 0.519634 -
1964-1968 1964-1968 Z 1 -
; ; Fx 1 -
min. min. NCFS000 0.69743 -
Ind ind NP00SP0 1 -
. . Fp 1 -
e e CC 0.999951 -
Com com SP 1 -
. . Fp 1 -
1967-1969 1967-1969 Z 1 -
. . Fp 1 -

    Fz 1 -
* * Fz 1 -
Edmundo_de_Macedo_Soares edmundo_de_macedo_soares NP00SP0 1 -
e e CC 0.999951 -
Silva silva NP00SP0 1 -
* * Fz 1 -
nasceu nascer VMIS3S0 1 00360932-v:0.0169869
em em SP 1 -
o o DA0MS0 1 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
, , Fc 1 -
então então RG 0.994792 -
Distrito_Federal distrito_federal NP00G00 1 -
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
dia_9_de_junho_de_1901 [??:9/6/1901:??.??:??] W 1 -
, , Fc 1 -
filho filho NCMS000 0.986928 10624074-n:0.00319913/09992837-n:0.00305892/10373998-n:0.00297569/09918248-n:0.0028916/09871229-n:0.00279128/09918762-n:0.00256156
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
médico médico NCMS000 0.808642 10020890-n:0.00665979/10305802-n:0.00585338/10165109-n:0.00582117
Sebastião_Edmundo_Mariano_da_Silva sebastião_edmundo_mariano_da_silva NP00SP0 1 -
e e CC 0.999951 -
de de SP 1 -
Elisa_Macedo_Soares elisa_macedo_soares NP00SP0 1 -
e e CC 0.999951 -
Silva silva NP00SP0 1 -
. . Fp 1 -

Sua seu AP0FS3S 0.0346895 -
família família NCFS000 1 07970721-n:0.00381891/07969695-n:0.00217231/07997703-n:0.0021039/08101937-n:0.00209971/08078020-n:0.00207205/08107499-n:0.00197313/05838765-n:0.00196769/07970406-n:0.0019675/10236304-n:0.00187678/07971141-n:0.00173012
teve ter VMIS3S0 1 00065639-v:0.00713827/00065370-v:0.00498266/02204692-v:0.00489089/02632167-v:0.0047139
atuação atuação NCFS000 1 06891493-n:0.00966841/00548326-n:0.00926701
importante importante AQ0CS00 0.916667 01275562-a:0.00381762/02161432-a:0.003532/00655779-a:0.00343636/00579622-a:0.00296217/01830403-a:0.00295486/01539887-a:0.00290507
em em SP 1 -
a o DA0FS0 1 -
vida vida NCFS000 0.994169 00017222-n:0.00295305/04632157-n:0.00170903/15141059-n:0.0015197/15140892-n:0.00150085/04632963-n:0.00138082/13961642-n:0.00133412/15140405-n:0.00127871/11473291-n:0.00120517/13963192-n:0.00119659/15140744-n:0.00118941/13961399-n:0.00117107/05810561-n:0.00116016/00006269-n:0.00115557/09178727-n:0.00114925/10260706-n:0.00111217
política político AQ0FS00 0.42812 02857407-a:0.00891117/02857587-a:0.00868132
e e CC 0.999951 -
cultural cultural AQ0CS00 1 02872501-a:0.00473005/02898922-a:0.00462137/02248693-a:0.00441211/02872362-a:0.00427906
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
país país NCMS000 1 08168978-n:0.00504437/08654360-n:0.00502646/08544813-n:0.0049807/08552138-n:0.00493696
. . Fp 1 -

Seu seu DP3MSS 0.957305 -
avô avô NCMS000 1 10143172-n:0.00375899/10142747-n:0.00306824/10142391-n:0.00299653/10375506-n:0.00298135
materno materno AQ0MS00 1 01734884-a:0.00348255/01735346-a:0.00297775/01722529-a:0.00274945/02759367-a:0.00264933
, , Fc 1 -
Antônio_Joaquim_de_Macedo_Soares antônio_joaquim_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00137682/02051694-v:0.000748254/01955984-v:0.000703699/01995549-v:0.000684422/02072849-v:0.000671271/01904930-v:0.000646935/02009433-v:0.000632327/01957529-v:0.000611401/01935233-v:0.000610392/02102398-v:0.000592304/00341560-v:0.000579582/01882814-v:0.000547612/02058994-v:0.000546489/02685951-v:0.000545275/01846916-v:0.000540558/02102002-v:0.000540306/01849221-v:0.000535954/01841079-v:0.00051398/02686471-v:0.000497825/01839538-v:0.000486403/00343898-v:0.000478611
magistrado magistrado NCMS000 1 10225219-n:0.00770623/10280945-n:0.00605194
, , Fc 1 -
jurisconsulto jurisconsulto NCMS000 1 10227985-n:0.0110988
, , Fc 1 -
lexicógrafo lexicógrafo NCMS000 1 -
e e CC 0.999951 -
ministro ministro NCMS000 0.99763 10320863-n:0.00580588/00585810-n:0.00572582
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Supremo_Tribunal_Federal supremo_tribunal_federal NP00O00 1 -
( ( Fpa 1 -
STF stf NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
e e CC 0.999951 -
seu seu DP3MSS 0.957305 -
irmão irmão NCMS000 0.97619 09876454-n:0.0022642/10595164-n:0.00219266/09877951-n:0.00195375/10602985-n:0.00188773/10286084-n:0.00168032/09876892-n:0.00152002/09877124-n:0.00148861
, , Fc 1 -
Hélio_de_Macedo_Soares hélio_de_macedo_soares NP00SP0 1 -
e e CC 0.999951 -
Silva silva NP00SP0 1 -
, , Fc 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00137682/02051694-v:0.000748254/01955984-v:0.000703699/01995549-v:0.000684422/02072849-v:0.000671271/01904930-v:0.000646935/02009433-v:0.000632327/01957529-v:0.000611401/01935233-v:0.000610392/02102398-v:0.000592304/00341560-v:0.000579582/01882814-v:0.000547612/02058994-v:0.000546489/02685951-v:0.000545275/01846916-v:0.000540558/02102002-v:0.000540306/01849221-v:0.000535954/01841079-v:0.00051398/02686471-v:0.000497825/01839538-v:0.000486403/00343898-v:0.000478611
deputado deputado NCMS000 0.993827 09830400-n:0.00530673/10005934-n:0.00523137
federal federal AQ0CS00 1 01606214-a:0.00267996/01107206-a:0.00261256/02725829-a:0.00259692/01106129-a:0.00253497
de de SP 1 -
1951 1951 Z 1 -
a a SP 0.313151 -
1955 1955 Z 1 -
. . Fp 1 -

Entre entre SP 0.987856 -
seus seu DP3MPS 0.857735 -
primos primo NCMP000 0.378897 09972010-n:0.00453547/10236946-n:0.00423744
destacaram destacar VMIM3P0 1 -
se se PP3CN00 1 -
José_Carlos_de_Macedo_Soares josé_carlos_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
constituinte constituinte NCCS000 0.243133 -
de de SP 1 -
1934 1934 Z 1 -
, , Fc 1 -
ministro ministro NCMS000 0.99763 10320863-n:0.00458611/00585810-n:0.00453111
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
Relações_Exteriores relações_exteriores NP00O00 1 -
de de SP 1 -
1934 1934 Z 1 -
a a SP 0.313151 -
1937 1937 Z 1 -
e e CC 0.999951 -
de de SP 1 -
1955 1955 Z 1 -
a a SP 0.313151 -
1958 1958 Z 1 -
, , Fc 1 -
ministro ministro NCMS000 0.99763 10320863-n:0.00458611/00585810-n:0.00453111
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Justiça justiça NP00V00 1 00694681-n:0.00275001/00694866-n:0.00171123/04850117-n:0.0015811/04839154-n:0.00145135/04826235-n:0.0013925/04850341-n:0.00137197/08135342-n:0.00122828
em em SP 1 -
1937 1937 Z 1 -
e e CC 0.999951 -
interventor interventor NCMS000 0.632633 -
federal federal AQ0CS00 1 01606214-a:0.00211609/01107206-a:0.00206088/02725829-a:0.00205104/01106129-a:0.00200181
em em SP 1 -
São_Paulo são_paulo NP00G00 1 -
de de SP 1 -
1945 1945 Z 1 -
a a SP 0.313151 -
1947 1947 Z 1 -
; ; Fx 1 -
José_Roberto_de_Macedo_Soares josé_roberto_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
embaixador embaixador NCMS000 0.65 09787534-n:0.00346151/10013927-n:0.00273606/09787878-n:0.00214893/09787765-n:0.00204453
em em SP 1 -
o o DA0MS0 1 -
Uruguai uruguai NP00G00 1 -
entre entre SP 0.987856 -
1945 1945 Z 1 -
e e CC 0.999951 -
1951 1951 Z 1 -
; ; Fx 1 -
José_Cássio_de_Macedo_Soares josé_cássio_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
deputado deputado NCMS000 0.993827 09830400-n:0.00422967/10005934-n:0.00417277
federal federal AQ0CS00 1 01606214-a:0.00211609/01107206-a:0.00206088/02725829-a:0.00205104/01106129-a:0.00200181
de de SP 1 -
1935 1935 Z 1 -
a a SP 0.313151 -
1937 1937 Z 1 -
, , Fc 1 -
e e CC 0.999951 -
José_Eduardo_de_Macedo_Soares josé_eduardo_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
jornalista jornalista NCCS000 1 10224578-n:0.0025307/10521662-n:0.00222668/10011486-n:0.00215731/09942431-n:0.00209969
, , Fc 1 -
deputado deputado NCMS000 0.993827 09830400-n:0.00422967/10005934-n:0.00417277
federal federal AQ0CS00 1 01606214-a:0.00211609/01107206-a:0.00206088/02725829-a:0.00205104/01106129-a:0.00200181
de de SP 1 -
1915 1915 Z 1 -
a a SP 0.313151 -
1923 1923 Z 1 -
, , Fc 1 -
constituinte constituinte NCCS000 0.243133 -
de de SP 1 -
1934 1934 Z 1 -
e e CC 0.999951 -
senador senador NCMS000 1 10578471-n:0.00976626
por por SP 1 -
o o DA0MS0 1 -
Rio_de_Janeiro_de_1935 rio_de_janeiro_de_1935 NP00V00 1 -
a a SP 0.313151 -
1937 1937 Z 1 -
. . Fp 1 -

Fez fazer VMIS3S0 0.997449 02367363-v:0.00208768/01645601-v:0.00194569/00120316-v:0.00183892/01752884-v:0.00157431/00010435-v:0.00125688/02526085-v:0.00119849/01714208-v:0.00114718/01652139-v:0.00113069/01712704-v:0.0011203/01640207-v:0.00111708/01719921-v:0.00111144/01642924-v:0.00109813/01629000-v:0.00109106/01752495-v:0.0010903/01627355-v:0.00107392/01438902-v:0.00107351/01754737-v:0.00107167/02560767-v:0.00106945/01628197-v:0.0010693/01739814-v:0.0010339/00665476-v:0.00102899/01431987-v:0.00101776/02374764-v:0.00100581/01685313-v:0.00100354/01649024-v:0.000992077/00012267-v:0.00097699/02599636-v:0.000947702
o o DA0MS0 0.950254 -
curso curso NCMS000 0.980769 08679972-n:0.00314298/09387222-n:0.00310367/13827426-n:0.00305268/08377085-n:0.00299739/08238660-n:0.00280403/08680888-n:0.00278638/08238463-n:0.00274202/00884466-n:0.00270363/00038262-n:0.00261843/08681222-n:0.00259403/08461595-n:0.00244738
primário primário AQ0MS00 0.667023 01852174-a:0.0150902/00699521-a:0.0134423
entre entre SP 0.987856 -
1907 1907 Z 1 -
e e CC 0.999951 -
1911 1911 Z 1 -
em em SP 1 -
o o DA0MS0 1 -
Colégio_Ronanet colégio_ronanet NP00O00 1 -
e e CC 0.999951 -
em em SP 1 -
o o DA0MS0 1 -
Externato_Pitanga externato_pitanga NP00G00 1 -
, , Fc 1 -
ambos ambos PI0MP00 0.927632 -
em em SP 1 -
o o DA0MS0 1 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
. . Fp 1 -

Ingressando ingressar VMG0000 1 02310855-v:0.0272513
em em SP 1 -
o o DA0MS0 1 -
Colégio_Militar colégio_militar NP00O00 1 -
em em SP 1 -
1912 1912 Z 1 -
, , Fc 1 -
aí aí RG 0.99505 00082308-r:0.0266288
completou completar VMIS3S0 1 00452512-v:0.0151457/00455750-v:0.0142479
o o DA0MS0 0.950254 -
curso curso NCMS000 0.980769 09387222-n:0.00319408/08679972-n:0.00316105/13827426-n:0.00303825/08377085-n:0.00299397/08238660-n:0.00279849/08680888-n:0.00278581/08238463-n:0.00274017/00884466-n:0.0027016/00038262-n:0.00261367/08681222-n:0.0025938/08461595-n:0.00245329
secundário secundário AQ0MS00 0.517364 01853461-a:0.00788888/01857956-a:0.00668699/00793592-a:0.00643219/01473558-a:0.0064111
em em SP 1 -
1917 1917 Z 1 -
. . Fp 1 -

Sentou sentar VMIS3S0 1 01543123-v:0.0057325/01543998-v:0.00505552/01984902-v:0.00483706
praça praça NCFS000 0.65 08619620-n:0.00993579/08619795-n:0.00738657
em em SP 1 -
o o DA0MS0 1 -
ano ano NCMS000 1 15202634-n:0.00175607/15203565-n:0.00172936/15203791-n:0.00168694/08238660-n:0.00154983/15153787-n:0.00152599/15204297-n:0.00152289/15201505-n:0.00151199/15202806-n:0.00149022/15203229-n:0.0014755/15273626-n:0.00142552
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.00680224/00127815-a:0.00678262
, , Fc 1 -
tornando tornar VMG0000 1 -
se se PP3CN00 1 -
aluno aluno NCMS000 0.914011 10665698-n:0.00313171/10016103-n:0.0025134/10251779-n:0.00236099/10559288-n:0.00233311/10165448-n:0.00228026/10767020-n:0.00226698
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Escola_Militar_do_Realengo escola_militar_do_realengo NP00O00 1 -
, , Fc 1 -
de de SP 1 -
onde onde RG 0.980752 -
saiu sair VMIS3S0 1 02009433-v:0.00538083/00528990-v:0.00489035/00425967-v:0.00422369
aspirante-a-oficial aspirante-a-oficial AQ0CS00 0.818215 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
arma arma NCFS000 0.819244 04565375-n:0.00270211/02746365-n:0.00265319/03467984-n:0.00262842/04566257-n:0.00257675/02738031-n:0.00246627/07246932-n:0.00214214
de de SP 1 -
engenharia engenharia NCFS000 0.846837 00949619-n:0.00731576/06125041-n:0.00721815
em em SP 1 -
janeiro_de_1921 [??:??/1/1921:??.??:??] W 1 -
. . Fp 1 -

Serviu servir VMIS3S0 1 01182709-v:0.00360739/01095218-v:0.00344186/01180351-v:0.00327576/02670890-v:0.003244
em em SP 1 -
seguida seguida NCFS000 0.488372 -
em em SP 1 -
a o DA0FS0 1 -
1ª 1ª Z 1 -
Companhia_Ferroviária companhia_ferroviária NP00O00 1 -
em em SP 1 -
Deodoro deodoro NP00G00 1 -
e e CC 0.999951 -
em em SP 1 -
maio_de_1921 [??:??/5/1921:??.??:??] W 1 -
, , Fc 1 -
