<OUTPUT SRCFILE="5124.raw">
** ** Fz 1 -
SOARES soar VMN02S0 0.976071 02180898-v:0.00720832/02176268-v:0.00523741/02172888-v:0.0045469/02181538-v:0.00451414/02181402-v:0.00447236/02135048-v:0.00422638/02181174-v:0.00412978
, , Fc 1 -
José_Roberto_de_Macedo josé_roberto_de_macedo NP00SP0 1 -
** ** Fz 1 -
\ \ Fh 1 -
* * Fz 1 -
diplomata diplomata NCCS000 1 10013927-n:0.0150793/10014658-n:0.0132854
; ; Fx 1 -
emb emb NCMS000 1 -
. . Fp 1 -

Bras bras NP00SP0 1 -
. . Fp 1 -

Uruguai uruguai VMIP3S0 0.908023 -
1945-1951 1945-1951 Z 1 -
. . Fp 1 -

    Fz 1 -
* * Fz 1 -
José_Roberto_de_Macedo_Soares josé_roberto_de_macedo_soares NP00SP0 1 -
* * Fz 1 -
nasceu nascer VMIS3S0 1 00360932-v:0.0188867
em em SP 1 -
São_Paulo são_paulo NP00G00 1 -
em em SP 1 -
o o DA0MS0 1 -
dia_12_de_abril_de_1893 [??:12/4/1893:??.??:??] W 1 -
, , Fc 1 -
filho filho NCMS000 0.986928 10624074-n:0.00355952/09992837-n:0.00340125/10373998-n:0.00330723/09918248-n:0.00321456/09871229-n:0.00310175/09918762-n:0.00284625
de de SP 1 -
José_Eduardo_de_Macedo_Soares josé_eduardo_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
empresário empresário NCMS000 1 09882007-n:0.00525686/09882716-n:0.00501637/10060352-n:0.00479666/10054657-n:0.00474953
, , Fc 1 -
professor professor NCMS000 1 10694258-n:0.00318982/10560352-n:0.00304063/10480730-n:0.00275221/10559840-n:0.00245996/09759069-n:0.00240981/10298482-n:0.00235211/10252222-n:0.00227883/05854812-n:0.0021618
e e CC 0.999951 -
político político AQ0MS00 0.87037 02857407-a:0.0089076/02857587-a:0.0086809
, , Fc 1 -
e e CC 0.999951 -
de de SP 1 -
Cândida_Sodré_de_Macedo_Soares cândida_sodré_de_macedo_soares NP00V00 1 -
. . Fp 1 -

Sua seu AP0FS3S 0.0346895 -
família família NCFS000 1 07970721-n:0.00147118/08078020-n:0.000902838/07997703-n:0.000854048/07969695-n:0.000852478/08101937-n:0.000808017/08107499-n:0.00079534/07970406-n:0.000785335/05838765-n:0.000746802/10236304-n:0.000711205/07971141-n:0.000649441
teve ter VMIS3S0 1 00065639-v:0.00268152/02204692-v:0.00227074/00065370-v:0.00186973/02632167-v:0.00178335
marcante marcante AQ0CS00 1 -
influência influência NCFS000 1 05692910-n:0.00243556/11414608-n:0.00229643/05194151-n:0.00225003
em em SP 1 -
a o DA0FS0 1 -
vida vida NCFS000 0.994169 00017222-n:0.00136533/04632157-n:0.000657965/15141059-n:0.000572611/15140892-n:0.000564487/04632963-n:0.000521315/13961642-n:0.000503686/15140405-n:0.000484993/11473291-n:0.000453545/13963192-n:0.000451869/15140744-n:0.000447929/13961399-n:0.000442306/05810561-n:0.000437641/00006269-n:0.000434256/09178727-n:0.000431148/10260706-n:0.000417722
cultural cultural AQ0CS00 1 02872501-a:0.00179521/02898922-a:0.00174075/02248693-a:0.00165961/02872362-a:0.00160597
e e CC 0.999951 -
política político AQ0FS00 0.42812 02857407-a:0.00334354/02857587-a:0.00325673
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
país país NCMS000 1 08168978-n:0.00206937/08654360-n:0.00196539/08544813-n:0.00195735/08552138-n:0.00188789
, , Fc 1 -
a a SP 0.313151 -
começar começar VMN0000 0.330612 00345761-v:0.00116563/02608347-v:0.000640535/01864230-v:0.000584356/00348746-v:0.000577481/01650610-v:0.000528521/01526605-v:0.000512146/02425462-v:0.000511162/01628449-v:0.000508792/00347918-v:0.000470263/00348103-v:0.00046453/02379528-v:0.00046159/00348252-v:0.000453691/02609439-v:0.000452607/00347804-v:0.000442337/02439281-v:0.000430671
por por SP 1 -
seu seu DP3MSS 0.957305 -
avô avô NCMS000 1 10143172-n:0.00235838/10142747-n:0.00191671/10142391-n:0.00187296/10375506-n:0.00187067
, , Fc 1 -
Joaquim_Mariano_de_Azevedo_Soares joaquim_mariano_de_azevedo_soares NP00SP0 1 -
, , Fc 1 -
fazendeiro fazendeiro NCMS000 1 10078806-n:0.00725756
e e CC 0.999951 -
expoente expoente NCMS000 1 06812417-n:0.00746007
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
aristocracia aristocracia NCFS000 1 08387213-n:0.00363031/08388207-n:0.00353625
rural rural AQ0CS00 0.983871 02050452-a:0.0042098/02790726-a:0.00382179
fluminense fluminense AQ0CS00 0.577364 -
, , Fc 1 -
e e CC 0.999951 -
seu seu DP3MSS 0.957305 -
tio tio NCMS000 1 10736091-n:0.00196623/09823502-n:0.001929/10736259-n:0.00178623/10153414-n:0.00164037
, , Fc 1 -
o o DA0MS0 0.950254 -
conselheiro conselheiro NCMS000 0.632636 09774266-n:0.00400282/09968845-n:0.00356113
Antônio_Joaquim_de_Macedo_Soares antônio_joaquim_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
foi ir VMIS3S0 0.5 01835496-v:0.000902302/02051694-v:0.000468902/01955984-v:0.000447811/01995549-v:0.000439167/01904930-v:0.000425666/02072849-v:0.000422882/02009433-v:0.000401592/01957529-v:0.000401189/02102398-v:0.000385198/01935233-v:0.000382964/00341560-v:0.000370878/02058994-v:0.000347584/02685951-v:0.00034416/01882814-v:0.000343644/01846916-v:0.00033975/02102002-v:0.000339172/01849221-v:0.000338581/01841079-v:0.000322471/02686471-v:0.000311552/01839538-v:0.00030448/00343898-v:0.000299739
ministro ministro NCMS000 0.99763 10320863-n:0.00362935/00585810-n:0.00355563
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Supremo_Tribunal_Federal supremo_tribunal_federal NP00O00 1 -
( ( Fpa 1 -
STF stf NP00O00 1 -
) ) Fpt 1 -
de de SP 1 -
1892 1892 Z 1 -
a a SP 0.313151 -
1905 1905 Z 1 -
. . Fp 1 -

Seu seu DP3MSS 0.957305 -
irmão irmão NCMS000 0.97619 09876454-n:0.00472187/10595164-n:0.00467482/09877951-n:0.00418232/10602985-n:0.0039941/10286084-n:0.00359467/09876892-n:0.00325187/09877124-n:0.00318376
José_Eduardo_de_Macedo_Soares josé_eduardo_de_macedo_soares NP00SP0 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00277251/02051694-v:0.00160013/01955984-v:0.00148886/01995549-v:0.00144691/02072849-v:0.00143248/02009433-v:0.00134348/01904930-v:0.00134044/01935233-v:0.00130468/01957529-v:0.00128904/02102398-v:0.00126035/00341560-v:0.00123896/01882814-v:0.00116987/02058994-v:0.00116528/02685951-v:0.00115949/01846916-v:0.0011547/02102002-v:0.0011494/01849221-v:0.00114207/01841079-v:0.00109885/02686471-v:0.00106579/01839538-v:0.00104035/00343898-v:0.00102467
deputado deputado NCMS000 0.993827 09830400-n:0.0114315/10005934-n:0.0113157
federal federal AQ0CS00 1 01606214-a:0.00574058/01107206-a:0.00558709/02725829-a:0.00555786/01106129-a:0.00542762
de de SP 1 -
1915 1915 Z 1 -
a a SP 0.313151 -
1923 1923 Z 1 -
, , Fc 1 -
constituinte constituinte NCCS000 0.243133 -
em em SP 1 -
1934 1934 Z 1 -
e e CC 0.999951 -
senador senador NCMS000 1 10578471-n:0.0264928
de de SP 1 -
1935 1935 Z 1 -
a a SP 0.313151 -
1937 1937 Z 1 -
. . Fp 1 -

Outro outro DI0MS0 0.802288 -
irmão irmão NCMS000 0.97619 09876454-n:0.00301628/10595164-n:0.00297711/09877951-n:0.00266204/10602985-n:0.00254411/10286084-n:0.00228803/09876892-n:0.00205819/09877124-n:0.00202626
, , Fc 1 -
José_Carlos_de_Macedo_Soares josé_carlos_de_macedo_soares NP00SP0 1 -
, , Fc 1 -
também também RG 0.998533 00047534-r:0.0149127
constituinte constituinte AQ0CS00 0.531381 00901345-a:0.0149421
em em SP 1 -
1934 1934 Z 1 -
, , Fc 1 -
