<OUTPUT SRCFILE="5107.raw">
** ** Fz 1 -
SOARES soar VMN02S0 0.976071 02180898-v:0.00540707/02176268-v:0.00393146/02172888-v:0.00341126/02181538-v:0.00338618/02181402-v:0.00335433/02135048-v:0.00317072/02181174-v:0.00309755
FILHO filho NCMS000 0.986928 10624074-n:0.00395097/09992837-n:0.00381527/10373998-n:0.00371029/09918248-n:0.00360662/09871229-n:0.00348873/09918762-n:0.00320114
, , Fc 1 -
José_Monteiro josé_monteiro NP00SP0 1 -
** ** Fz 1 -
\ \ Fh 1 -
* * Fz 1 -
const const AQ0CN00 0.499711 -
. . Fp 1 -
1934 1934 Z 1 -
; ; Fx 1 -
dep dep NCMS000 0.646911 -
. . Fp 1 -
fed fed AQ0MS00 1 -
. . Fp 1 -

RJ rj VMIP3S0 0.0623573 -
1935-1937 1935-1937 Z 1 -
; ; Fx 1 -
const const NCMS000 0.500289 -
. . Fp 1 -
1946 1946 Z 1 -
; ; Fx 1 -
dep dep NCMS000 0.646911 -
. . Fp 1 -
fed fed AQ0MS00 1 -
. . Fp 1 -

RJ rj NCMS000 0.169643 -
1946-1952 1946-1952 Z 1 -
. . Fp 1 -

    Fz 1 -
* * Fz 1 -
José_Monteiro_Soares_Filho josé_monteiro_soares_filho NP00SP0 1 -
* * Fz 1 -
nasceu nascer VMIS3S0 1 00360932-v:0.0242591
em em SP 1 -
Vassouras vassouras NP00SP0 1 -
( ( Fpa 1 -
RJ rj NP00O00 1 -
) ) Fpt 1 -
em em SP 1 -
o o DA0MS0 1 -
dia_21_de_agosto_de_1894 [??:21/8/1894:??.??:??] W 1 -
, , Fc 1 -
filho filho NCMS000 0.986928 10624074-n:0.0045425/09992837-n:0.00436227/10373998-n:0.00424457/09918248-n:0.00412653/09871229-n:0.00398716/09918762-n:0.00365903
de de SP 1 -
José_Monteiro_Soares josé_monteiro_soares NP00SP0 1 -
e e CC 0.999951 -
de de SP 1 -
Francisca_de_Oliveira_Soares francisca_de_oliveira_soares NP00V00 1 -
. . Fp 1 -

Estudou estudar VMIS3S0 1 00597915-v:0.00420514/00607114-v:0.00384793/00607405-v:0.00376529/00599992-v:0.00373735
em em SP 1 -
o o DA0MS0 1 -
Colégio_Diocesano_São_José colégio_diocesano_são_josé NP00G00 1 -
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
, , Fc 1 -
então então RG 0.994792 -
Distrito_Federal distrito_federal NP00G00 1 -
, , Fc 1 -
ingressando ingressar VMG0000 1 02310855-v:0.0148727
depois depois RG 1 00146281-r:0.00851625/00061203-r:0.00739705
em em SP 1 -
a o DA0FS0 1 -
Faculdade_de_Ciências_Jurídicas faculdade_de_ciências_jurídicas NP00G00 1 -
e e CC 0.999951 -
Sociais sociais NP00G00 1 -
dessa dessar VMIP3S0 0.470159 -
mesma mesmo PI0FS00 0.968254 -
cidade cidade NCFS000 1 08524735-n:0.00355091/08665504-n:0.00312427/08626283-n:0.00248756/08226699-n:0.00241971/08672738-n:0.00237233/08226335-n:0.00220668/08177958-n:0.0020893
. . Fp 1 -

Em em SP 1 -
1914 1914 Z 1 -
, , Fc 1 -
quando quando RG 0.998992 -
se se PP3CN00 0.861659 -
realizavam realizar VMII3P0 1 01617192-v:0.0022748/01640855-v:0.00227449/02526085-v:0.00217751/02561995-v:0.00203297/00486018-v:0.00197541/02671880-v:0.0019665/02560767-v:0.00191926/02244603-v:0.00176897
eleições eleição NCFP000 1 00181781-n:0.00450266/05790944-n:0.00421703/00183505-n:0.00395868/00180962-n:0.00377171
em em SP 1 -
o o DA0MS0 1 -
estado estado NCMS000 0.924757 00024720-n:0.00431894/13920835-n:0.00336846/13945919-n:0.00324977/13920429-n:0.00324975/14418395-n:0.00315225
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
, , Fc 1 -
apoiou apoiar VMIS3S0 1 02556126-v:0.00333073/02556817-v:0.00319716/02447793-v:0.00304292/01988458-v:0.00288525/01502946-v:0.00284439
a o DA0FS0 0.675415 -
candidatura candidatura NCFS000 1 00799537-n:0.015369
vitoriosa vitorioso AQ0FS00 1 00695209-a:0.00545357/00704898-a:0.0053112/02333314-a:0.00462392
de de SP 1 -
Nilo_Peçanha nilo_peçanha NP00SP0 1 -
para para SP 0.999444 -
a o DA0FS0 0.675415 -
presidência presidência NCFS000 1 00596807-n:0.00747563/15266265-n:0.00745021
estadual estadual AQ0CS00 1 -
. . Fp 1 -

Fundou fundar VMIS3S0 1 -
o o DA0MS0 0.950254 -
Centro_de_Acadêmicos_Fluminenses centro_de_acadêmicos_fluminenses NP00O00 1 -
e e CC 0.999951 -
percorreu percorrer VMIS3S0 1 01910873-v:0.0200433
o o DA0MS0 0.950254 -
interior interior NCMS000 0.992424 08588294-n:0.0134286/08588699-n:0.00998735
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
estado estado NCMS000 0.924757 00024720-n:0.00579608/13920835-n:0.0045598/13920429-n:0.00446808/13945919-n:0.00440854/14418395-n:0.0043352
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Rio rio NCMS000 0.908179 09411430-n:0.0217856
, , Fc 1 -
organizando organizar VMG0000 1 00275843-v:0.00263988/02448185-v:0.00254751/00404642-v:0.00245511/02432530-v:0.00242682/00276068-v:0.00231254/02434238-v:0.00220324/00735571-v:0.00219811/01651444-v:0.00217484/00710005-v:0.00211264/00404222-v:0.00209372
caravanas caravana NCFP000 1 04520382-n:0.0110966/08427629-n:0.0106337
. . Fp 1 -

Em em SP 1 -
essa esse DD0FS0 0.887454 - esse PD0FS00 0.112546 -
época época NCFS000 1 15144371-n:0.00545736/15254028-n:0.00529897/15122231-n:0.00513363/15248564-n:0.00483153/15248269-n:0.00470734
fundou fundar VMIS3S0 1 -
o o DA0MS0 0.950254 -
Correio_de_Vassouras correio_de_vassouras NP00O00 1 -
e e CC 0.999951 -
A o DA0FS0 0.675415 -
Voz_da_Barra_e voz_da_barra_e NP00O00 1 -
dirigiu dirigir VMIS3S0 1 01931768-v:0.00367056/02439501-v:0.00315889/02436349-v:0.00286815/01150559-v:0.00280043/02440244-v:0.00276081/02442205-v:0.00264208/00897564-v:0.00261757/02539334-v:0.00255177/01935104-v:0.00249611
O o DA0MS0 0.950254 -
Estado_do_Rio estado_do_rio NP00O00 1 -
e e CC 0.999951 -
O_Vassourense o_vassourense NP00O00 1 -
. . Fp 1 -

Filiado filiar VMP00SM 0.992518 01973311-a:0.0219137
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Partido_Republicano_do partido_republicano_do NP00O00 1 -
estado estado NCMS000 0.924757 00024720-n:0.0068367/14418395-n:0.0051991/13920835-n:0.0051819/13920429-n:0.00509282/13945919-n:0.00503349
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
, , Fc 1 -
elegeu eleger VMIS3S0 1 -
se se PP3CN00 1 -
deputado deputado NCMS000 0.993827 09830400-n:0.0113196/10005934-n:0.0111923
estadual estadual AQ0CS00 1 -
em em SP 1 -
1915 1915 Z 1 -
. . Fp 1 -

Bacharelou bacharelar VMIS3S0 1 -
se se PP3CN00 1 -
em em SP 1 -
dezembro [??:??/12/??:??.??:??] W 1 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
ano ano NCMS000 1 15202634-n:0.00263126/15203565-n:0.00257925/15203791-n:0.00248202/15153787-n:0.00228451/15204297-n:0.00228054/15201505-n:0.00226761/08238660-n:0.00226338/15202806-n:0.00223536/15273626-n:0.00218582/15203229-n:0.00215578
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.0102032/00127815-a:0.010173
, , Fc 1 -
passando passar VMG0000 1 01212230-v:0.00692036/02709277-v:0.00646312/00106960-v:0.0063407
a a SP 0.313151 -
advogar advogar VMN0000 0.529581 00760576-v:0.0199906
em em SP 1 -
várias vários DI0FP0 0.882927 -
comarcas comarca NCFP000 0.914011 08552138-n:0.0218116
em em SP 1 -
o o DA0MS0 1 -
interior interior NCMS000 0.992424 08588294-n:0.0134317/08588699-n:0.00998662
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
estado estado NCMS000 0.924757 00024720-n:0.00589539/13920835-n:0.00457696/13920429-n:0.00446947/13945919-n:0.00441655/14418395-n:0.00433418
. . Fp 1 -

Membro membro NCMS000 1 10307234-n:0.00348847/05559908-n:0.00335084/05560244-n:0.00321564/13810615-n:0.00308882
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Comissão_de_Constituição_e_Justiça_da_Assembléia comissão_de_constituição_e_justiça_da_assembléia NP00O00 1 -
em em SP 1 -
essa esse DD0FS0 0.887454 - esse PD0FS00 0.112546 -
legislatura legislatura NCFS000 1 15291498-n:0.0135038
, , Fc 1 -
reelegeu reeleger VMIS3S0 1 -
se se PP3CN00 1 -
em em SP 1 -
o o DA0MS0 1 -
pleito pleito NCMS000 1 01182654-n:0.0129057
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.00627967/00127815-a:0.00626058
e e CC 0.999951 -
tomou tomar VMIS3S0 1 01170052-v:0.00263288/01171183-v:0.00237689/01156834-v:0.00203863/01202068-v:0.00197454/01172275-v:0.00186901/02205272-v:0.00186731/02248299-v:0.00167493
parte parte NCFS000 0.969571 13809207-n:0.00207651/03081021-n:0.00157481/03892891-n:0.00128992/04164989-n:0.00114807/05868954-n:0.00113363/06392001-n:0.00111609/09385911-n:0.00109556/13086908-n:0.00109152/01085098-n:0.00108868/03390207-n:0.00107084/09428741-n:0.00100802/13286524-n:0.00100778
em em SP 1 -
as o DA0FP0 1 -
reformas reforma NCFP000 0.987805 00260622-n:0.00666164/00800940-n:0.00633554
constitucionais constitucional AQ0CP00 0.667364 00901345-a:0.00425144/00179925-a:0.00424734/02702332-a:0.00401301
de de SP 1 -
1917 1917 Z 1 -
e e CC 0.999951 -
1920 1920 Z 1 -
, , Fc 1 -
em em SP 1 -
os o DA0MP0 1 -
governos governo NCMP000 1 08050678-n:0.00459371/01124794-n:0.00446045/00815173-n:0.00406539
Nilo_Peçanha nilo_peçanha NP00SP0 1 -
( ( Fpa 1 -
1914-1918 1914-1918 Z 1 -
) ) Fpt 1 -
e e CC 0.999951 -
Raul_Veiga raul_veiga NP00SP0 1 -
( ( Fpa 1 -
1918-1921 1918-1921 Z 1 -
) ) Fpt 1 -
. . Fp 1 -

Foi ir VMIS3S0 0.5 01835496-v:0.00168217/02051694-v:0.000927577/01955984-v:0.000873358/01995549-v:0.000859802/02072849-v:0.000837573/01904930-v:0.000806339/02009433-v:0.000786588/01935233-v:0.000760792/01957529-v:0.00075882/02102398-v:0.000737991/00341560-v:0.00073232/01882814-v:0.000690687/02058994-v:0.000681988/02685951-v:0.000681271/01846916-v:0.000674567/02102002-v:0.00067404/01849221-v:0.000669264/01841079-v:0.000641715/02686471-v:0.000625064/01839538-v:0.00060765/00343898-v:0.000601021
o o DA0MS0 0.950254 -
principal principal AQ0CS00 0.99505 00901060-a:0.0129919
autor autor NCMS000 1 10794014-n:0.00807132/10126177-n:0.00469389/09824065-n:0.00418583
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Lei_Orgânica_das_Municipalidades_e lei_orgânica_das_municipalidades_e NP00O00 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00168217/02051694-v:0.000927577/01955984-v:0.000873358/01995549-v:0.000859802/02072849-v:0.000837573/01904930-v:0.000806339/02009433-v:0.000786588/01935233-v:0.000760792/01957529-v:0.00075882/02102398-v:0.000737991/00341560-v:0.00073232/01882814-v:0.000690687/02058994-v:0.000681988/02685951-v:0.000681271/01846916-v:0.000674567/02102002-v:0.00067404/01849221-v:0.000669264/01841079-v:0.000641715/02686471-v:0.000625064/01839538-v:0.00060765/00343898-v:0.000601021
membro membro NCMS000 1 10307234-n:0.00391423/05559908-n:0.00362686/05560244-n:0.00348004/13810615-n:0.00328486
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
comissão comissão NCFS000 1 08324514-n:0.00304893/08402442-n:0.00274963/00773235-n:0.00265242/13320860-n:0.00259458/06478988-n:0.00256864
elaboradora elaborador AQ0FS00 0.523899 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Código_Judiciário código_judiciário NP00O00 1 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
