<OUTPUT SRCFILE="5109.raw">
** ** Fz 1 -
SOARES soar VMN02S0 0.976071 02180898-v:0.00720832/02176268-v:0.00523741/02172888-v:0.0045469/02181538-v:0.00451414/02181402-v:0.00447236/02135048-v:0.00422638/02181174-v:0.00412978
, , Fc 1 -
Álvaro_Teixeira álvaro_teixeira NP00SP0 1 -
** ** Fz 1 -
\ \ Fh 1 -
* * Fz 1 -
diplomata diplomata NCCS000 1 10013927-n:0.0150793/10014658-n:0.0132854
; ; Fx 1 -
emb emb NCMS000 1 -
. . Fp 1 -

Bras bras NP00SP0 1 -
. . Fp 1 -

Bolívia bolívia VMII3S0 0.62263 -
1954-1958 1954-1958 Z 1 -
. . Fp 1 -

* * Fz 1 -
Álvaro_Teixeira_Soares álvaro_teixeira_soares NP00SP0 1 -
* * Fz 1 -
nasceu nascer VMIS3S0 1 00360932-v:0.0339464
em em SP 1 -
o o DA0MS0 1 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
, , Fc 1 -
então então RG 0.994792 -
Distrito_Federal distrito_federal NP00G00 1 -
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
dia_10_de_outubro_de_1903 [??:10/10/1903:??.??:??] W 1 -
. . Fp 1 -

Bacharelou bacharelar VMIS3S0 1 -
se se PP3CN00 1 -
em em SP 1 -
ciências ciência NCFP000 1 05999797-n:0.00748546/05985999-n:0.00675411/05636887-n:0.00673092/06000400-n:0.00660306/05999540-n:0.00639681
jurídicas jurídico AQ0FP00 1 02753724-a:0.0304562
e e CC 0.999951 -
sociais social AQ0CP00 1 02248349-a:0.00608747/02798370-a:0.00579555/02258360-a:0.00577945/01076634-a:0.00567325/02798597-a:0.00544573/02252877-a:0.00528781
por por SP 1 -
a o DA0FS0 1 -
Faculdade_de_Direito_da_Universidade_do_Rio_de_Janeiro faculdade_de_direito_da_universidade_do_rio_de_janeiro NP00O00 1 -
em em SP 1 -
1925 1925 Z 1 -
. . Fp 1 -

Em em SP 1 -
1929 1929 Z 1 -
ingressou ingressar VMIS3S0 1 02310855-v:0.0272643
em em SP 1 -
a o DA0FS0 1 -
carreira carreira NCFS000 1 00449295-n:0.00965973/00294452-n:0.0094815/00440039-n:0.00891991
diplomática diplomático AQ0FS00 0.667364 00758459-a:0.0149462/02713715-a:0.0139414
por por SP 1 -
concurso concurso NCMS000 1 07456188-n:0.0303985
como como RG 0.205121 00159040-r:0.0279029
terceiro-oficial terceiro-oficial AQ0CS00 0.818215 -
. . Fp 1 -

Em em SP 1 -
24_de_outubro_de_1930 [??:24/10/1930:??.??:??] W 1 -
, , Fc 1 -
o o DA0MS0 0.950254 -
presidente presidente NCMS000 0.998938 10467395-n:0.00263583/10468962-n:0.00259121/10467179-n:0.00242102/10469346-n:0.00229199/10468750-n:0.00226359/10468559-n:0.00218631
Washington_Luís washington_luís NP00SP0 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00155668/02051694-v:0.000863068/01955984-v:0.0008212/01995549-v:0.000791055/02072849-v:0.000775257/01904930-v:0.000752228/02009433-v:0.000730278/01935233-v:0.000707967/01957529-v:0.000705631/02102398-v:0.000689663/00341560-v:0.000669531/02685951-v:0.000646627/01882814-v:0.000631772/02058994-v:0.000630468/01846916-v:0.000624541/02102002-v:0.000622959/01849221-v:0.000618201/01841079-v:0.000597918/02686471-v:0.000575673/01839538-v:0.000560892/00343898-v:0.000553255
deposto depor VMP00SM 0.976729 01013040-v:0.0122971
por por SP 1 -
oficiais oficial NCCP000 0.335078 09925459-n:0.0124457
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
alta alto AQ0FS00 0.378049 01204557-a:0.00328842/02339120-a:0.00286308/02385102-a:0.00283731/01210854-a:0.00283315/01205473-a:0.00275083
hierarquia hierarquia NCFS000 1 14429985-n:0.00619264/08376051-n:0.0042999/08377806-n:0.0042339
militar militar AQ0CS00 0.662338 -
, , Fc 1 -
que que PR0CN00 0.584265 -
passaram passar VMIS3P0 0.65 01212230-v:0.00426172/02709277-v:0.00397548/00106960-v:0.0039032
a a SP 0.313151 -
integrar integrar VMN0000 0.329032 00466651-v:0.00455963/00642980-v:0.00430207/00467451-v:0.00418629
uma um DI0FS0 0.903495 -
junta junta NCFS000 0.574074 08324514-n:0.0135482
governativa governativo AQ0FS00 1 -
provisória provisório AQ0FS00 1 00556318-a:0.0130781
. . Fp 1 -

Ainda ainda RG 1 00047534-r:0.0164033
em em SP 1 -
o o DA0MS0 1 -
dia_24 [??:24/??/??:??.??:??] W 1 -
, , Fc 1 -
essa esse DD0FS0 0.887454 -
junta junta NCFS000 0.574074 08324514-n:0.0176455
nomeou nomear VMIS3S0 1 02400760-v:0.00859467/02401523-v:0.00830637/02396205-v:0.00401982/02475922-v:0.00362892/02396716-v:0.00317634/01028748-v:0.00295287
Afrânio_de_Melo_Franco afrânio_de_melo_franco NP00V00 1 -
ministro ministro NCMS000 0.99763 10320863-n:0.00877339/00585810-n:0.00853753
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
Relações_Exteriores relações_exteriores NP00O00 1 -
e e CC 0.999951 -
designou designar VMIS3S0 1 02400760-v:0.00859467/02401523-v:0.00830637/00677683-v:0.00550254
Álvaro_Teixeira_Soares álvaro_teixeira_soares NP00SP0 1 -
seu seu DP3MSS 0.957305 -
auxiliar auxiliar NCCS000 0.318519 09780249-n:0.0160192
de de SP 1 -
gabinete gabinete NCMS000 1 03175081-n:0.0152744
. . Fp 1 -

Em em SP 1 -
3_de_novembro [??:3/11/??:??.??:??] W 1 -
, , Fc 1 -
Getúlio_Vargas getúlio_vargas NP00SP0 1 -
, , Fc 1 -
líder líder NCCS000 0.996454 09623038-n:0.0132673
civil civil AQ0CS00 0.991803 01517921-a:0.00337634/02697116-a:0.00255693/01518161-a:0.00249051/00412355-a:0.00239813/02696920-a:0.00234095
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Revolução revolução NP00V00 1 00962722-n:0.00645946/07424109-n:0.00637558
de de SP 1 -
1930 1930 Z 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
saíra sair VMIM1S0 0.5 02009433-v:0.00496681/00528990-v:0.00450951/00425967-v:0.00390018
